代码,名称,池,行业,PE,ROE,毛利率,净利率,负债率,市值(亿),营收增速,理由
600989.SH,宝丰能源,大市值,化工原料,13.8044,29.1376,37.4043,27.6553,44.8554,1735.8,22.8957,"宝丰能源(煤制烯烃龙头,1735.8亿):ROE29.1%优秀,毛利37.4%/净利27.7%成本曲线优势,PE13.8vs营收+22.9%,PEG约0.6低估,负债率44.9%适中。煤炭低成本转化+产能扩张,高回报低估值,PASS。"
600993.SH,马应龙,大市值,中成药,17.1252,18.9556,48.2022,21.6604,16.0669,101.1,4.4593,"马应龙(中成药品牌,101.1亿):ROE19%良好,毛利48.2%/净利21.7%中药消费优质,负债率16.1%极低,PE17.1合理。马应龙麝香痔疮膏国民品牌+眼霜第二曲线,财务稳健,低估值高质地,PASS。"
600999.SH,招商证券,大市值,证券,11.8894,9.3672,,46.9111,82.0687,1582.8,47.9585,"招商证券(证券,1582.8亿,金融豁免):PE11.9低估,ROE9.37%达标,营收+48%牛市高增,净利率46.9%。招商系券商,投行+经纪龙头,低估值+业绩弹性,PASS。"
601000.SH,唐山港,大市值,港口,13.255,8.6788,48.3704,34.489,8.3302,276.7,22.4692,"唐山港(港口,276.7亿):负债率8.3%近乎零杠杆,毛利48.4%/净利34.5%公用事业优质,营收+22.5%吞吐量增长,PE13.3合理。低负债+高净利率+分红预期,估值合理,PASS。"
601009.SH,南京银行,大市值,银行,6.2154,12.5888,,41.2214,93.2281,1386.0,13.54,"南京银行(银行,1386亿,金融豁免):PE6.2低估,ROE12.6%城商行优质,营收+13.5%高增,净利率41.2%。江苏高成长城商行,业绩增速快,低估值高股息,PASS。"
601066.SH,中信建投,大市值,证券,17.9316,11.93,,47.689,83.726,2019.8,62.265,"中信建投(证券,2019.8亿,金融豁免):营收+62.3%投行/经纪高增,ROE11.93%达标,净利率47.7%,PE17.9偏高(券商龙头13-15)。投行龙头牛市弹性大,业绩增速强劲,估值溢价合理,PASS。"
601077.SH,渝农商行,大市值,银行,5.9466,11.278,,51.3569,91.8349,732.5,8.3944,"渝农商行(农商行,732.5亿,金融豁免):PE5.9低估,ROE11.28%达标,营收+8.4%农商行领先,净利率51.4%。重庆区域农商行龙头,零售存款优势,低估值高股息,PASS。"
601128.SH,常熟银行,大市值,银行,5.1448,15.0192,,40.4974,91.7086,223.3,6.7443,"常熟银行(农商行小微标杆,223.3亿,金融豁免):PE5.1极低,ROE15%农商行最高档,营收+6.7%稳健,净利率40.5%。小微金融商业模式优异,资产质量佳,低估值高回报,PASS。"
601166.SH,兴业银行,大市值,银行,5.0078,10.5088,,43.34,91.8059,3881.3,-1.065,"兴业银行(股份制银行,市值3881亿)金融豁免:ROE年化10.5%达标(≥8%),PE_TTM5.0极低,净利率43.3%银行正常,营收增速-1.1%净息差承压但PB约0.5破净。股份制银行里资产质量与财富管理有特色,股息率约5%+有吸引"
601168.SH,西部矿业,大市值,铜,17.271,40.8104,23.9067,16.1196,53.7217,1026.4,24.7433,"西部矿业(铜矿,1026.4亿):ROE40.8%极高(玉龙铜矿+铜价景气),营收+24.7%,PE17.3对增速PEG约0.7便宜,净利16.1%,负债率53.7%偏高。铜需求+产能释放双击,高回报合理估值,PASS。"
601169.SH,北京银行,大市值,银行,5.1641,8.484,,41.446,92.1619,1059.3,14.4334,"北京银行(银行,1059.3亿,金融豁免):PE5.2极低,ROE8.48%达标,营收+14.4%城商行高增,净利率41.4%。首都区位零售优势,低估值+业绩改善,PASS。"
601187.SH,厦门银行,大市值,银行,7.1324,8.3888,,47.9496,92.8478,191.3,25.0516,城商行（厦门银行，金融豁免）：PE7.1/市值191亿/PB约0.6/ROE8.4%（刚达8%线）/净利增速25.1%亮眼/负债率高属银行常态。低估值+高净利增速组合，增速可能含非息收入及低基数。注意：ROE仅8.4%处行业偏低水平，区域经
601229.SH,上海银行,大市值,银行,5.3999,9.7584,,44.6398,92.2056,1308.7,4.2504,"上海银行(银行,1308.7亿,金融豁免):PE5.4低估,ROE9.76%达标,营收+4.25%稳健,净利率44.6%。长三角零售+对公双轮,资产质量改善,低估值高股息,PASS。"
601288.SH,农业银行,大市值,银行,7.6943,9.2056,,36.644,93.5269,22643.9,10.4894,"农业银行(四大行,22643.9亿,金融豁免):营收+10.5%四大行最佳,ROE9.2%达标,PE7.7低估,净利率36.6%。县域金融+三农定位,存款成本优势,低估值高股息,PASS。"
601298.SH,青岛港,大市值,港口,10.9929,11.8484,41.7741,29.0952,24.5097,576.4,7.2135,"青岛港(港口,576.4亿):PE11便宜,净利29.1%/毛利41.8%公用事业优质,负债率24.5%低,ROE11.8%尚可,营收+7.2%。自动化码头效率领先,低负债+高净利+分红,估值合理,PASS。"
601319.SH,中国人保,大市值,保险,7.3584,11.222,,8.0957,78.5414,3135.5,-5.1428,"中国人保(财险龙头,3135.5亿,金融豁免):PE7.4低估,ROE11.2%保险优质达标,净利率8.1%,营收-5.1%(财险周期波动)。财险承保盈利稳健,综合金融集团,低估值+ROE达标,PASS。"
601326.SH,秦港股份,大市值,港口,11.7404,8.312,39.2511,25.9513,21.718,189.4,3.9268,"秦港股份(煤炭港口,189.4亿):PE11.7合理,净利26%/毛利39.3%公用事业优质,负债率21.7%低,ROE8.3%偏低,营收+3.9%平稳。煤炭下水港+低负债+高分红,3.5分达标,PASS。"
601336.SH,新华保险,大市值,保险,5.1278,22.1216,,29.3769,93.3325,1892.3,-33.7375,"新华保险(寿险,1892.3亿,金融豁免):PE5.1极低,ROE22.1%保险最高档,净利率29.4%。营收-33.7%疑为IFRS17保险收入口径变化所致[数据存疑],实际NBV/利润改善。极低估值+高ROE,PASS。"
601398.SH,工商银行,大市值,银行,7.227,8.1144,,38.2051,92.1901,26837.4,8.2698,"工商银行(国有大行,市值2.68万亿)金融豁免:ROE年化8.1%达标,PE_TTM7.2低估,营收增速8.3%稳健,净利率38.2%。全球最大银行系统重要性+国有信用背书,资产质量与分红稳定,股息率约5%。负债率92.2%银行杠杆特性。P"
601577.SH,长沙银行,大市值,银行,4.4988,11.2952,,32.2659,93.5268,370.4,5.6354,"长沙银行(银行,370.4亿,金融豁免):PE4.5极低,ROE11.3%城商行优质,营收+5.6%稳健,净利率32.3%。湖南区域城商行龙头,资产质量改善,极低估值+高股息,PASS。"
601579.SH,会稽山,小盘,红黄酒,26.6417,12.5392,61.602,24.0173,18.4741,72.2,3.9429,黄酒老字号（会稽山品牌），品牌+地域文化壁垒。毛利61.6%/净利24.0%优秀，ROE12.5%，净利1.20亿。负债率仅18.5%财务健康。PE26.6x中等合理。营收+3.9%平稳。冷信息营收环比-72.5%/净利环比-51.0%大幅
601600.SH,中国铝业,大市值,铝,11.5217,28.4232,25.8276,17.1958,43.2655,1689.8,4.8488,"中国铝业(铝业龙头,市值1690亿)ROE年化28.4%极高(周期景气+供给侧受限),PE_TTM11.5对应高ROE低估,净利率17.2%,毛利25.8%,营收增速4.8%平稳。铝行业产能天花板+新能源需求,盈利中枢抬升,负债率43.3%"
601601.SH,中国太保,大市值,保险,5.6149,12.9196,,11.2019,89.0876,3027.5,-1.2484,"中国太保(保险,3027.5亿,金融豁免):PE5.6低估,ROE12.9%保险优质档,营收-1.2%(IFRS17口径)。寿险转型+财险盈利稳健,ROE同业领先,低估值,PASS。"
601665.SH,齐鲁银行,大市值,银行,6.4815,11.7908,,43.7977,93.7257,382.8,13.0159,"齐鲁银行(银行,382.8亿,金融豁免):PE6.5低估,ROE11.79%城商行优质,营收+13%高增,净利率43.8%。山东区域城商行,业绩增速快,资产质量稳,低估值,PASS。"
601688.SH,华泰证券,大市值,证券,9.9214,9.18,,46.1574,82.7426,1740.4,41.4811,"华泰证券(证券,1740.4亿,金融豁免):PE9.9券商低位,ROE9.18%达标,营收+41.5%高增,净利率46.2%。科技金融+财富管理龙头,估值与成长匹配,PASS。"
601825.SH,沪农商行,大市值,银行,6.4798,11.0636,,55.2477,91.6359,799.5,1.2314,"沪农商行(农商行,799.5亿,金融豁免):PE6.5低估,ROE11.06%农商行优质,净利率55.2%盈利效率高,营收+1.2%缓慢。上海区位零售优势,资产质量好,低估值高股息,PASS。"
601838.SH,成都银行,大市值,银行,5.6435,12.4812,,50.9347,93.0186,757.8,6.5428,"成都银行(银行,757.8亿,金融豁免):PE5.6低估,ROE12.48%城商行优秀,营收+6.5%,净利率50.9%盈利效率顶级。成渝经济圈高成长城商行,资产质量优,低估值高股息,PASS。"
601872.SH,招商轮船,大市值,水运,18.3538,25.1028,41.7937,32.4719,46.2596,1451.8,52.9177,"招商轮船(油运VLCC,1451.8亿):ROE25.1%高,净利32.5%/毛利41.8%航运景气,营收+52.9%,PE18.4对增速PEG约0.35低估,负债率46.3%适中。油运运价上行周期,高回报合理估值,PASS。"
601881.SH,中国银河,大市值,证券,10.5813,8.7404,,45.1456,84.0829,1357.0,15.6622,"中国银河(证券,市值1357亿)金融豁免:ROE年化8.7%达标(≥8%),PE_TTM10.6合理,营收增速15.7%较快,净利率45.1%券商特性。头部券商,财富管理+投行+机构业务均衡,市场活跃度回升带动经纪与两融,负债率84%属券商"
601899.SH,紫金矿业,大市值,铜,15.151,41.6196,36.3258,25.5496,51.3712,9346.6,24.7938,"紫金矿业(铜金矿龙头,9346.6亿):ROE41.6%极高(铜金价格+产能扩张),净利25.5%/毛利36.3%强,营收+24.8%,PE15.2对增速PEG约0.61低估,负债率51.4%适中。全球矿业巨头,资源+成长双击,PASS。"
601901.SH,方正证券,大市值,证券,13.601,11.5184,,43.9389,82.6817,579.5,14.6952,"方正证券(证券,579.5亿,金融豁免):PE13.6合理,ROE11.5%达标,营收+14.7%,净利率43.9%。经纪+投行稳健,估值与业绩匹配,PASS。"
601916.SH,浙商银行,大市值,银行,6.139,11.6508,,35.893,94.2567,796.5,0.4969,"浙商银行(银行,796.5亿,金融豁免):PE6.1低估,ROE11.65%城商行优质,营收+0.5%停滞,净利率35.9%。长三角布局,低估值+ROE达标,PASS。"
601939.SH,建设银行,大市值,银行,7.7061,9.3152,,41.0975,92.0007,26343.2,11.1464,"建设银行(四大行,26343.2亿,金融豁免):PE7.7低估,ROE9.32%达标,营收+11.1%四大行优秀,净利率41.1%。基建/房贷业务稳健,资产质量好,低估值高股息,PASS。"
601958.SH,金钼股份,大市值,小金属,22.6919,18.6396,38.3152,24.0288,11.8566,766.6,26.6677,"金钼股份(钼龙头,766.6亿):ROE18.6%良好,净利24%/毛利38.3%资源股优质,负债率11.9%极低,营收+26.7%钼价上行,PE22.7对增速PEG约0.85合理。高回报+极低杠杆,PASS。"
601963.SH,重庆银行,大市值,银行,6.6997,11.0856,,47.5112,93.7224,390.1,11.5689,"重庆银行(银行,390.1亿,金融豁免):PE6.7低估,ROE11.09%城商行优质,营收+11.6%高增,净利率47.5%。成渝经济圈布局,业绩增速快,低估值高股息,PASS。"
601975.SH,招商南油,大市值,水运,11.9036,14.6276,29.0646,27.6975,11.0764,173.6,14.1859,"招商南油(成品油轮,173.6亿):PE11.9便宜,净利27.7%/毛利29.1%优质,负债率11.1%极低,ROE14.6%良好,营收+14.2%。MR成品油轮全球领先,低负债+高分红,估值合理,PASS。"
601995.SH,中金公司,大市值,证券,14.8662,11.2444,,40.8062,84.1427,1683.7,54.2614,"中金公司(投行龙头,1683.7亿,金融豁免):营收+54.3%高增,ROE11.24%达标,净利率40.8%,PE14.9合理。投行+机构业务领先,牛市业绩弹性大,PASS。"
601997.SH,贵阳银行,大市值,银行,3.8683,8.4224,,43.2255,90.4476,204.4,14.5962,"贵阳银行(城商行,市值204亿)金融豁免:ROE年化8.4%达标,PE_TTM3.9极低,PB约0.4深度破净,营收增速14.6%较快,净利率43.2%。贵州区域经济+基建贷款特色,股息率约6%+吸引。负债率90.4%银行杠杆特性。区域银行"
601998.SH,中信银行,大市值,银行,5.8297,9.5904,,37.492,91.5368,4151.1,5.2339,"中信银行(银行,4151.1亿,金融豁免):PE5.8低估,ROE9.59%达标,营收+5.2%稳健,净利率37.5%。中信系零售+对公,资产质量改善,低估值高股息,PASS。"
603025.SH,大豪科技,大市值,纺织机械,19.2204,33.4668,47.5992,30.3343,32.9628,149.9,15.583,"大豪科技(缝纫机电控+红星二锅头,149.9亿):ROE33.5%优秀,毛利47.6%/净利30.3%双主业高盈利,PE19.2合理,营收+15.6%,负债率33%适中。电控龙头+白酒资产,高回报合理估值,PASS。"
603040.SH,新坐标,大市值,汽车配件,41.9159,17.3168,52.681,33.4156,12.0898,111.6,12.1569,"新坐标(汽车精密件,111.6亿):ROE17.3%良好,毛利52.7%/净利33.4%高盈利,负债率12.1%极低,营收+12.2%。PE41.9偏贵但财务质量近乎无瑕,长期逻辑强,PASS。"
603061.SH,金海通,大市值,半导体,118.0657,19.8672,52.9587,29.0583,27.5355,275.5,120.7678,"金海通(半导体分选机,275.5亿):毛利53%/净利29.1%设备高盈利,营收+120.8%国产替代爆发,ROE19.9%,负债率27.5%低。PE118绝对值高但增速消化,长期半导体设备逻辑强,PASS。"
603091.SH,众鑫股份,小盘,家居用品,24.8319,16.7624,35.765,22.2478,21.7248,71.5,12.2744,"众鑫股份(家居用品/植物纤维餐盒):PE24.8/市值71.5亿,ROE年化16.8%,毛利35.8%,净利22.2%,负债率21.7%低,营收+12.3%.冷信:Q2营收/净利/现金流环比-65%~-77%(季节性),股东户数中期+10."
603093.SH,南华期货,大市值,多元金融,21.4029,14.4288,,47.4292,92.6169,129.5,60.6553,"南华期货(期货,129.5亿,金融豁免):ROE14.4%金融优质,营收+60.7%高增,净利率47.4%,PE21.4合理。期货经纪+境外业务成长,业绩弹性大,PASS。"
603132.SH,金徽股份,大市值,铅锌,26.5104,24.7931,69.9676,37.6974,62.8856,185.0,37.0027,"金徽股份(铅锌金矿,185亿):ROE24.8%高,毛利70%/净利37.7%资源股顶级,营收+37%,PE26.5对增速PEG约0.72合理,负债率62.9%偏高。铅锌+黄金双资源,高回报估值匹配,PASS。"
603156.SH,养元饮品,大市值,软饮料,42.7468,34.1364,44.7682,31.5869,23.2556,609.3,37.5006,"养元饮品(六个核桃,609.3亿):ROE34.1%优秀,毛利44.8%/净利31.6%消费顶级,负债率23.3%低,营收+37.5%增长提速。PE42.7偏高但品牌+盈利质量支撑,高回报强质地,PASS。"
603162.SH,海通发展,大市值,水运,17.5816,22.2892,19.6142,15.0828,35.5398,158.5,92.7753,"海通发展(干散货航运,158.5亿):ROE22.3%高,营收+92.8%BDI运价大涨,PE17.6对增速PEG约0.19低估,净利15.1%,负债率35.5%适中。干散货景气+运力紧张,PASS。"
603193.SH,润本股份,大市值,日用化工,26.0466,9.3688,59.0965,19.7068,6.5056,84.1,11.2738,"润本股份(婴童日化,84.1亿):毛利59.1%品牌消费优质,净利19.7%,负债率6.5%几乎零负债,营收+11.3%。PE26中性,ROE9.4%偏低。婴童驱蚊/洗护品牌稳健,财务极干净,3.5分达标,PASS。"
603195.SH,公牛集团,大市值,家用电器,17.6656,24.4584,42.7398,26.0975,26.8604,733.8,3.5165,"公牛集团(电工插座龙头,733.8亿):ROE24.5%优秀,毛利42.7%/净利26.1%消费品牌优质,负债率26.9%低,PE17.7便宜。渠道护城河深,增速+3.5%慢但估值有安全边际,PASS。"
603198.SH,迎驾贡酒,大市值,白酒,14.8817,30.204,75.5959,37.5582,21.4057,296.4,8.9112,"迎驾贡酒(徽酒洞藏,296.4亿):ROE30.2%优秀,毛利75.6%/净利37.6%白酒高盈利,负债率21.4%低,PE14.9便宜,营收+8.9%稳健。洞藏系列增长+品牌力,低估值高回报,PASS。"
603199.SH,九华旅游,小盘,旅游景点,16.784,16.4936,54.6534,29.6002,12.9414,35.9,0.1669,"九华旅游(旅游景点/九华山):PE16.8便宜/市值35.9亿,ROE年化16.5%,毛利54.7%,净利29.6%,负债率12.9%极低,营收增速0.2%停滞.冷信:现金流环比-82%(旅游季节性),股东户数-8.3%筹码持续集中.加权4"
603203.SH,快克智能,大市值,专用机械,98.4458,21.1872,49.7633,23.4468,32.9367,146.8,33.0853,"快克智能(精密焊接设备,146.8亿):ROE21.2%良好,毛利49.8%/净利23.4%设备高盈利,营收+33.1%半导体封装景气,负债率32.9%适中。PE98.4偏贵但质地与成长支撑,长期逻辑强,PASS。"
603207.SH,小方制药,小盘,化学制药,18.1696,19.9732,60.925,38.4414,8.7899,37.0,12.8786,OTC皮肤药品牌（药准字号+品牌认知壁垒）。ROE20.0%卓越，毛利60.9%/净利38.4%极优，净利5601万，营收+12.9%成长稳健。负债率仅8.8%极稳健。PE18.2x估值便宜。冷信息营收环比-72.3%/净利环比-73.0%
603259.SH,药明康德,大市值,化学制药,21.3174,27.183,53.9095,38.5028,27.8495,4619.5,38.935,"药明康德(CXO全球龙头,4619.5亿):ROE27.2%优秀,毛利53.9%/净利38.5%服务顶级,营收+38.9%高增,PE21.3对增速PEG约0.55低估,负债率27.8%低。全球CXO份额领先,低估值高回报,PASS。"
603288.SH,海天味业,大市值,食品,29.2713,23.4544,41.9955,27.0581,12.0851,2131.0,8.5658,"海天味业(调味品龙头,2131亿):ROE23.5%优秀,净利27.1%/毛利42%消费品牌顶级,负债率12.1%极低,营收+8.6%稳健。PE29.3对增速偏贵,但品牌护城河+财务极优,质地支撑估值,PASS。"
603317.SH,天味食品,大市值,食品,20.227,21.5184,45.0308,23.2376,15.1518,150.7,76.1909,"天味食品(火锅底料,150.7亿):营收+76.2%爆发增长,ROE21.5%优秀,毛利45%/净利23.2%消费优质,负债率15.2%低,PE20.2对增速PEG约0.27严重低估。复合调味料高成长,低估值高回报,PASS。"
603323.SH,苏农银行,大市值,银行,4.5257,9.666,,40.3201,91.916,93.5,1.2244,"苏农银行(农商行,93.5亿,金融豁免):PE4.5极低,ROE9.67%达标,净利率40.3%,营收+1.2%缓慢。苏州区位小微金融,资产质量稳,极低估值+高股息,PASS。"
603337.SH,杰克科技,大市值,纺织机械,24.5417,19.5864,32.4079,12.9449,37.1986,212.8,12.8617,缝纫机全球龙头（杰克，市占率第一）：PE24.5/市值213亿/ROE19.6%优秀/毛利32.4%/净利率13%/负债率37.2%。营收增速12.9%，PEG约1.9尚可。全球缝纫机龙头护城河强，ROE高，估值合理。风险：纺织机械周期波动
603338.SH,浙江鼎力,大市值,工程机械,14.9998,15.5832,33.8099,18.4367,32.0943,288.5,29.4772,"浙江鼎力(高空作业平台龙头,288.5亿):PE15vs营收+29.5%,PEG约0.51低估,ROE15.6%良好,净利18.4%/毛利33.8%优质,负债率32.1%适中。高机龙头+出海+电动化,估值成长匹配,PASS。"
603345.SH,安井食品,大市值,食品,18.5855,14.2812,24.9871,12.0462,19.8771,284.0,30.8432,"安井食品(速冻食品龙头,284亿):营收+30.8%预制菜高增,PE18.6对增速PEG约0.6低估,ROE14.3%中等,负债率19.9%低,毛利25%/净利12%食品加工属性。龙头地位+产能扩张,估值合理,PASS。"
603379.SH,三美股份,大市值,化工原料,18.4008,24.2072,53.4236,35.7418,17.7032,398.6,15.3568,"三美股份(制冷剂龙头,398.6亿):ROE24.2%优秀,毛利53.4%/净利35.7%配额制高盈利,负债率17.7%低,PE18.4合理,营收+15.4%。三代制冷剂配额+涨价周期,高回报合理估值,PASS。"
603387.SH,基蛋生物,小盘,医疗保健,20.1634,10.9348,70.3429,27.3794,20.7005,46.9,9.565,POCT体外诊断，ROE10.9%(年化)，毛利率70.3%/净利率27.4%双高，负债率20.7%低，营收增速9.6%稳健；PE_TTM20.2低估，冷信息无显著突变；低估值+高毛利+财务健康全优，加权约3.85分，PASS
603435.SH,嘉德利,大市值,元器件,103.3087,19.8904,46.5603,32.1634,19.3628,251.6,3.1773,"嘉德利(光电膜,251.6亿):ROE19.9%良好,毛利46.6%/净利32.2%材料高盈利,负债率19.4%低。但PE103对营收+3.2%泡沫级贵,短期增速平淡,靠质地与赛道(偏光片/光学膜国产替代)支撑,PASS(注意估值风险)。"
603444.SH,吉比特,大市值,互联网,13.5943,35.9528,93.7666,33.3727,21.6029,275.7,62.6672,"吉比特(游戏,275.7亿):ROE36%极高,毛利93.8%/净利33.4%游戏顶级盈利,营收+62.7%新品+出海高增,PE13.6对增速PEG约0.22严重低估,负债率21.6%低。高分红+低估值,强烈PASS。"
603486.SH,科沃斯,大市值,家用电器,19.8485,17.5608,49.5896,8.257,47.923,335.1,27.0594,"科沃斯(扫地机器人龙头,335.1亿):ROE17.6%良好,毛利49.6%高端制造,营收+27.1%增长,PE19.8对增速PEG约0.73低估,负债率47.9%适中。净利率8.3%偏低但估值便宜,智能家居龙头,PASS。"
603508.SH,思维列控,大市值,IT设备,14.7221,15.726,62.6668,44.3171,6.8219,86.9,18.6632,"思维列控(铁路列控系统,86.9亿):毛利62.7%/净利44.3%高盈利,负债率6.8%几乎零负债,ROE15.7%,PE14.7vs营收+18.7%,PEG约0.79低估。铁路信息化龙头,低估值高质地,PASS。"
603558.SH,健盛集团,小盘,纺织,9.8678,15.2398,30.4555,14.4274,42.9269,43.2,3.4046,"健盛集团(纺织/袜子代工):PE9.9很便宜/市值43.2亿,ROE年化15.2%,毛利30.5%,净利14.4%,负债率42.9%,营收+3.4%慢.冷信:无显著突变,数据干净.加权3.8星PASS:深度价值(PE<10)+ROE良好+现"
603587.SH,地素时尚,小盘,服饰,19.3181,10.9324,77.4575,19.793,13.8198,53.8,6.1998,中高端女装(DAZZLE)，ROE10.9%(年化)，毛利率77.5%/净利率19.8%双高，负债率13.8%极低，营收增速6.2%；PE_TTM19.3合理，冷信息无应收/存货风险(环比下滑为服装季节性)，股东户数持续减少(筹码集中)；品
603676.SH,卫信康,小盘,化学制药,18.2378,18.0992,60.1906,21.214,20.8289,39.5,8.9022,"静脉营养化学制药股。质量优:ROE 18.1%,毛利60.2%,净利21.2%,PE 18.2便宜,负债率20.8%低,营收+8.9%,加权3.7过PASS线;环比下滑-71%或季节性,多期户数+15.9%留意,估值与盈利匹配好PASS"
603706.SH,东方环宇,小盘,供气供热,15.2675,22.9088,31.9351,25.0832,26.596,36.3,3.9556,"东方环宇(供气供热):PE15.3便宜/市值36.3亿,ROE年化22.9%高,毛利31.9%,净利25.1%高,负债率26.6%低,营收+4%慢.冷信:无显著突变,数据干净.加权4.5星PASS:高ROE+高净利率+低估值+低负债,公用事"
603811.SH,诚意药业,小盘,化学制药,17.5846,12.4704,69.9555,22.2013,18.0832,34.0,8.3002,海洋药物/中成药商，毛利70.0%/净利22.2%优秀，ROE12.5%，营收+8.3%平稳。PE17.6x估值便宜，负债率仅18.1%稳健。冷信息应收激增86.1%、股东户数+50.5%分散、近90天10笔大宗交易需警惕（可能股东减持），
603893.SH,瑞芯微,大市值,半导体,74.8832,28.9328,43.042,27.3088,17.8549,868.4,36.2152,"瑞芯微(AI SoC龙头,868.4亿):ROE28.9%优秀,毛利43%/净利27.3%芯片高盈利,负债率17.9%低,营收+36.2%AIoT景气。PE74.9偏高但成长与质地支撑,国产AI芯片核心标的,PASS。"
603929.SH,亚翔集成,大市值,装修装饰,28.7814,41.8116,24.2493,19.1957,56.4174,351.6,51.3555,"亚翔集成(半导体洁净室工程,351.6亿):ROE41.8%极高,营收+51.4%晶圆厂建设景气,净利19.2%,PE28.8对增速PEG约0.56低估,负债率56.4%适中。半导体扩产周期核心受益,PASS。"
603979.SH,金诚信,大市值,铜,19.616,21.1256,36.0703,17.5957,47.8093,494.0,21.4473,"金诚信(矿山服务+铜矿,494亿):ROE21.1%高,PE19.6vs营收+21.4%,PEG约0.92合理,毛利36.1%/净利17.6%优质,负债率47.8%适中。矿山开发服务全球领先+自营铜矿弹性,估值合理,PASS。"
603986.SH,兆易创新,大市值,半导体,101.8085,26.3996,57.0767,35.1597,8.1329,2926.6,119.3787,"兆易创新(存储+MCU龙头,2926.6亿):营收+119.4%存储涨价爆发,ROE26.4%/毛利57.1%/净利35.2%芯片顶级,负债率8.1%极低。PE101.8高但对增速PEG约0.85,国产存储核心标的,质地支撑,PASS。"
603998.SH,方盛制药,小盘,中成药,13.9236,20.5224,75.3297,18.9857,39.9312,42.7,10.6893,中成药品牌商，ROE20.5%卓越，毛利75.3%/净利19.0%优秀，营收+10.7%稳健。PE13.9x估值便宜。负债率39.9%中等，冷信息无财务异常。股东户数+15.0%小幅分散需关注。中药品种独家/品牌壁垒+医保目录放量驱动，综合
605016.SH,百龙创园,大市值,食品,21.9733,23.8576,45.1081,30.7139,25.6305,89.6,25.3154,"百龙创园(功能糖/膳食纤维,89.6亿):ROE23.9%优秀,毛利45.1%/净利30.7%高盈利,营收+25.3%健康食品赛道成长,PE22对增速PEG约0.87低估,负债率25.6%低。阿洛酮糖等新品放量,低估值高回报,PASS。"
605098.SH,行动教育,小盘,文教休闲,20.6134,15.358,76.5292,23.0736,57.3367,68.2,32.7016,企业管理培训，ROE15.4%(年化)，毛利率76.5%/净利率23.1%双高，营收增速32.7%；PE_TTM20.6合理；负债率57.3%主要为预收学费(合同负债)属经营负债，冷信息无应收风险，环比下滑为培训行业Q4集中确认收入的季节性
605099.SH,共创草坪,大市值,文教休闲,18.1739,24.7408,34.6101,21.9631,20.2843,129.5,15.2378,"共创草坪(人造草坪全球龙头,129.5亿):ROE24.7%优秀,净利22%/毛利34.6%优质,负债率20.3%低,PE18.2对营收+15.2%,PEG约1.19合理。全球份额领先+海外需求,低估值高回报,PASS。"
605117.SH,德业股份,大市值,电气设备,29.5625,43.4448,41.4468,26.6187,47.1349,1080.0,73.7676,"德业股份(户储逆变器龙头,1080亿):ROE43.4%极高,营收+73.8%海外户储高增,净利26.6%/毛利41.4%优质,PE29.6对增速PEG约0.4低估,负债率47.1%适中。光储逆变器全球龙头,高回报合理估值,PASS。"
605183.SH,确成股份,小盘,化工原料,13.5836,8.4096,26.8414,14.2424,13.645,59.5,2.8792,高分散白炭黑细分龙头，技术+规模壁垒。毛利26.8%/净利14.2%稳健，营收+2.9%平稳。PE13.6x估值便宜，负债率仅13.6%极稳健，冷信息无异常。ROE8.4%偏低但受益轮胎绿色化+半导体磨料新需求，静待盈利改善。综合3.6星，
605305.SH,中际联合,大市值,工程机械,15.144,17.1672,50.4198,29.3384,17.8127,84.9,38.4143,"中际联合(风电高空安全设备龙头,84.9亿):ROE17.2%良好,毛利50.4%/净利29.3%高盈利,负债率17.8%低,营收+38.4%风电景气,PE15.1对增速PEG约0.39低估。细分全球龙头,低估值高回报,PASS。"
605499.SH,东鹏饮料,大市值,软饮料,18.3725,39.684,48.3649,23.0425,45.472,901.6,15.8933,"东鹏饮料(能量饮料,901.6亿):ROE39.7%极高,毛利48.4%/净利23%消费顶级,PE18.4低估,营收+15.9%稳健高增,负债率45.5%适中。东鹏特饮全国化扩张,低估值高回报,PASS。"
688002.SH,睿创微纳,大市值,通信设备,54.8908,27.4364,53.4041,23.7131,36.0722,800.1,71.1241,"睿创微纳(红外探测器龙头,800.1亿):ROE27.4%高,毛利53.4%/净利23.7%优质,营收+71.1%军工+车载红外放量,负债率36.1%适中。PE54.9偏高但PEG约0.77,红外国产龙头,质地支撑,PASS。"
688016.SH,心脉医疗,大市值,医疗保健,19.7293,14.9364,73.1291,41.2186,11.5655,116.1,11.4533,"心脉医疗(主动脉介入龙头,116.1亿):毛利73.1%/净利41.2%器械顶级,负债率11.6%极低,ROE14.9%,PE19.7对营收+11.5%,PEG约1.72中性。主动脉/外周介入国产龙头,低估值高质地,PASS。"
688018.SH,乐鑫科技,大市值,半导体,46.0142,14.5886,49.3178,22.6431,10.2731,262.7,18.881,"乐鑫科技(WiFi MCU龙头,262.7亿):毛利49.3%/净利22.6%芯片优质,负债率10.3%极低,营收+18.9%AIoT景气。PE46对增速偏贵,但全球WiFi MCU份额领先+财务极优,质地支撑,PASS。"
